2306,"Rosario","Pasig","Mother Regina Hospital, Diamond Street, Pasig, 1609,Pasay City, Pasig","Mother Regina Hospital"
2307,"Holy Spirit","Quezon","2/F Plaza Andrea Bldg., Holy Spirit Drive, Don Antonio Heights,Quezon City, Quezon","Maria Rachelle C. Pineda"
2308,"San Lorenzo","Makati","Medical Towers Makati, Herrera Street, Corner Ormaza Street, Legaspi Village, Makati City, Makati","Ozaeta Maternity Clinic"
2309,"San Lorenzo","Makati","Room 614, Medical Towers, V.A. Rufino Street, Makati City, 1200, Metro Manila,Makati City, Makati","Maria Raquel Monje"
2310,"Burol","Mandaluyong","Unit 4 Pag asa Town homes #45 Pag asa st. Madaluyong city, Mandaluyong","Maria Recel - Villareal Dental Clinic"
2311,"Concepcion Uno","Marikina","J.P. Rizal Street,Marikina City, Marikina","Maria Regina Llamas Polyclinic"
2312,"Quirino 3-A","Quezon","Unit 1 - 2 Anonas Arcade, Anonas Street, Barangay Quirino 3 - A, Project 3, Quezon","Gacis Dental Clinic"
2313,"San Pedro","Pateros","Unit 204 Q Building 12 B Mocilla Street Pateros, Pateros","Maria Regina N. Castillo Clinic"
2314,"Santa Monica","Quezon","2nd Floor Nova Square, Quirino Hi-Way Corner P. Dela Cruz Street San Bartolome, Novaliches, Quezon","Healthworks Medical Dental Clinic"
2315,"Pasong Tamo","Quezon","4th Floor Northridge Plaza Congressional Avenue Quezon City, Quezon","Maternity and Child Clinic"
2316,"Pasong Tamo","Quezon","Jollibee Building Visayas Avenue Corner Tandang Sora Quezon City, Quezon","Maternity and Child Clinic"
2317,"Maybunga","Pasig","106 CEDAR MANSION II, AMBER AVE,Pasig City, Pasig","Maria Rita Dental Clinic"
2318,"Malibay","Pasay","2/F Klma Building, Macapagal Boulevard, Coral Way Drive Central Business Park,Pasay City, Pasay","K Line Laboratory"
2319,"Ninoy Acquino Airport","Pasay","Chapel Road Corner Nal Road Pasay City, Pasay","MIA Health Center"
2320,"Talon Tres","Las Pinas","# 344 Aldana Bldg. Alabang-Zapote Rd. Talon, Las Pinas City, Las Pinas","Esthetic Dental Clinic"
2321,"Poblacion","Makati","2105 Carmel St., San Miguel Village Makati, Makati","Maria Rosario Eala Pediatric Clinic"
2322,"Pasay City","Pasay","SM Mall of Asia, Pasay City, Pasay","SM Foundation Inc. Health and Medical Program"
2323,"Grace Park West","Caloocan","101 G/F Northwest Plaza Rizal Avenue Extension Caloocan City, Caloocan","St. Michael's Medical Center"
2324,"Bayanan","Muntinlupa","289 National Road, Bayanan,Muntinlupa City, Muntinlupa","Ma Rowena R Florendo Dmd"
2325,"Bayanan","Muntinlupa","234 National Road, Bayanan,Muntinlupa City, Muntinlupa","Ma Rowena R Florendo Dmd"
2326,"San Lorenzo","Makati","1667 Medical Plaza Makati, Amorsolo Corner Dela Rosa Streets, Legaspi Village, Makati","Marzo Dental Clinic"
2327,"Baesa","Quezon","206 Baesa Road Caloocan City, Quezon","Multi Specialty Clinic"
2328,"Kaunlaran Village","Malabon","325 Libis Gochuico St., C3 Rd, Malabon","Ortiz Dental Clinic"
2329,"Batangas City","Batangas","Block 9 Lot 6 Saint James Street, Tierra Verde Subdivision, Batangas","Cueto Dental Clinic"
2330,"Batangas City","Batangas","2nd Floor Masonic Building P. Burgos Street, Batangas","Maria Shiela M. Berberabe Dental Clinic"
2331,"San Lorenzo","Makati","Medical Plaza, Dela Rosa Street, Makati City, Metro Manila, Makati","Asian Institute of Immunology"
2332,"South Triangle","Quezon","#1542, C.G.Tuazon Cor, A.H. Lacson Samp, Manila","Correa Dental Clinic"
2333,"South Triangle","Quezon","Rm. A Mezzanine RGH Bldg. No. 3 Timog Ave., QUEZON CITY, METRO MANILA, Quezon","Correa Dental Clinic"
2334,"Nayong Kanluran","Quezon","9 Gen Wood St. Cor Mando St. SFDM / St Matin Outreach Center Sto Dmingo,Quezon City, Quezon","Galvez Dental Clinic"
2335,"San Roque","Marikina","39-B Mayor Gil Fernando Avenue, San Roque,Marikina City, Marikina","Orthodonthic Dental Plaza"
2336,"Palatiw","Pasig","Immaculate Conception Lying-In Clinic, 233 Doctor Pilapil Street,Pasig city, Pasig","Immaculate Conception Lying - In Clinic"
2337,"Novaliches Proper","Quezon","223 F. Gonzales Building Gold Street Millionaires Village Corner General Luis Street, Quezon","Lifeway Maternity Clinic"
2338,"San Lorenzo","Makati","Room 1109, Medical Plaza Building, Amorsolo, Corner Dela Rosa Street, Makati City,Makati City, Makati","Lopez Maternity Clinic"
2339,"Concepcion Uno","Marikina","21 C. Bautista Street Concepcion Uno , Marikina City, Marikina","Tan's Dental Clinic"
2340,"Kapitolyo","Pasig","7 East Capitol Drive, Kapitolyo, Pasig City, 1603, Metro Manila,Pasig city, Pasig","Dr Ma Teresita Arguelles Dental Clinic"
2341,"Ugong","Pasig","Room 308, Medical Arts Tower Incorporated, The Medical City, Ortigas Avenue,Pasig city, Pasig","The Medical City"
2342,"Progreso","San Juan","6 GB Santos St. San Juan City, San Juan","Pineda Optical"
2343,"Socorro","Quezon","#100, 12th Avenue, Barangay Socorro Cubao, Quezon City, Quezon","Toothmagic Dental Center"
2344,"Olympia","Makati","Jose P. Rizal Street, Guadalupe Viejo, Makati City, 1211, Metro Manila,Makati City, Makati","Tricia Valdez Dental Clinic"
2345,"San Lorenzo","Makati","De la Rosa Corner Amorsolo Street Legaspi Village, Makati","LP7 Medical Plaza"
2346,"Ermita","Manila","506 A. Flores Street Ermita, Manila","Capulong Dental Clinic"
2347,"Almanza Uno","Las Pinas","SM Southmall, Ground Floor, Las Pinas City, Las Pinas","Casa Medica"
2348,"Batangas City","Batangas","2nd Floor Don Carlo Building Binay Street Corner Don Quintin Poblacion 3 Bauan, Batangas","Ilagan Dental Clinic"
2349,"Dasmarinas City","Cavite","Unit 18 2nd Floor Central Mall Salitran, Cavite","E. Gonzales Optical"
2350,"San Lorenzo","Makati","F-19 Amorsolo Lane, Makati Cinema Square, Pasong Tamo Street, Makati City, Metro Manila, Makati","Asprah Dental Care"
2351,"Central","Quezon","34 - E Matalino Street Diliman, Quezon","Heals Diagnostic Clinic"
2352,"San Lorenzo","Makati","Unit 606 Medical Towers Makati Via Rufino Street, Legaspi Village, Makati","Ma. Zarah Bathan Dental Clinic"
2353,"Pansol","Quezon","Wellness Center Manila Water Compound Katipunan,Quezon City, Quezon","Marian Angeline R. Manuel"
2354,"Wack-Wack Greenhills","Mandaluyong","Level 5, Mega Atrium, Sm Megamall, Epifanio Delos Santos Avenue, Corner Doña Julia Vargas Avenue,Mandaluyong City, Mandaluyong","Metro Dental"
2355,"Pasay City","Pasay","1846, Dr. Maria Florian Balane Dental Clinic, Tramo Street, Buendia,Pasay City, Pasay","Balane Dental Clinic"
2356,"Alabang","Muntinlupa","Rbc -Mdc Corporate Center Building, 3rd Floor, Don Jesus Boulevard, Alabang Hills,Muntinlupa City, Muntinlupa","Optima Dental Office"
2357,"Pasong Tamo","Quezon","Rm. A Flordeliza Bldg. I, Quirino Hi-way, Quezon","Marian Dental Clinic and Diagnostic Center"
2358,"Paco","Manila","1208 Pedro Gil Street Paco Manila, Manila","Sangalang Optical"
2359,"Flores","Malabon","25 D Naval St. Flores, Malabon","Pobre Dental Clinic"
2360,"Bagong Pag-asa","Quezon","5/f, Sm City North Edsa The Block, Edsa Cor North Avenue, Quezon","Dermcare"
2361,"Dagat-Dagatan","Caloocan","Unit 123 Howard Tower Condo, 6th Avenue. Corner Rizal Avenue, Grace Park, Caloocan","MDS Dental Clinic"
2362,"Bagumbayan","Quezon","3/F Cyber and Gashion Hall Eastwood Libis Bagumbayan, Quezon City, Quezon","Healthfirst Clinic"
2363,"Pinagkaisahan","Quezon","4 Los Angeles Street Cubao Quezon City, Quezon","Clinic of the Holy Spirit"
2364,"Santa Cruz","Manila","SM San Lazaro Felix Huertas Street. Corner A.H. Lacson Avenue, Sta. Cruz, City Of manila, Manila","Top Health Medical Clinic"
2365,"Plainview","Mandaluyong","256-A. A Bonifacio Street,Mandaluyong City, Mandaluyong","Mariano Jr. Sison DMD"
2366,"Central","Quezon","# 107 Malakas St., Barangay Central,Quezon City, Quezon","Maribel C. Rivera"
2367,"Maybunga","Pasig","Level 4, Robinsons Place  Metro East, Marcos Highway, Dela Paz,Pasig city, Pasig","Doctors Alley Medical And Diagnostic Center"
2368,"Malibay","Pasay","Edsa Corner Taft Avenue 1300,Pasay City, Pasay","Mendez Medical Group"
2369,"Mandaue City","Cebu City","Norkis Bldg., A Del Rosario Centro, Mandaue City, Cebu City","Maribeth Jabiles Dental"
2370,"Dasmarinas City","Cavite","Malihan Street Dasmariñas City, Cavite","JMJ Optical Clinic"
2371,"Don Bosco","Paranaque","91 Dona Soledad Street, Better Living, Bicutan, Paranaque","Dental Workx"
2372,"Malanday","Marikina","688 J. P. Rizal Street,Marikina City, Marikina","Celestial Maternity Clinic"
2373,"Ugong Norte","Quezon","3rd Floor Robinsons Galleria, Edsa, corner Ortigas, Quezon","A. G. Salazar Dental Clinic"
2374,"Barangay 171","Caloocan","184 14th Avenue, Caloocan City, Caloocan","Perlas Medical and Diagnostic Clinic"
2375,"Bagong Pag-asa","Quezon","Cubao, Quezon","White 1 Dental Clinic"
2376,"San Lorenzo","Makati","110, Amorsolo Street, Barangay San Lorenzo, Makati City, 1223, Metro Manila,Makati City, Makati","Derramas Dental Clinic"
2377,"Pio del Pilar","Makati","Unit D 2nd Floor, Orchid Town, Oriental Gardens, Chino Roces Street,Makati City, Makati","Amazing Dental Clinic"
2378,"Batangas City","Batangas","Pres. J.P. Laurel Hwy Lipa Batangas, Batangas","Lipa Medix Medical Center"
2379,"Mabini-J. Rizal","Mandaluyong","3015 V. Mapa Corner Pagkakaisa Street Sta. Mesa Manila, Manila","The Tooth Clinic"
2380,"Mabini-J. Rizal","Mandaluyong","3184 New Panaderos Street Sta. Ana Manila, Mandaluyong","The Tooth Clinic"
2381,"Batangas City","Batangas","12 Palsahingin, San Pascual, Batangas","Magnayi Dental Clinic"
2382,"Bel-Air","Makati","Unit 601 Heart Tower, Valero Street, Salcedo Village, Makati City, 1229, Metro Manila,Makati City, Makati","Fashion Smile Dental Health and Spa"
2383,"Bel-Air","Makati","601 Heart Tower Valero St, Salcedo Village , Makati, Makati","Fashion Smile Dental Health and Spa"
2384,"Bel-Air","Makati","48/F Pbcom Tower, 6795 Ayala Avenue Corner Rufino Street, Makati City, Makati","Philips Medical Systems"
2385,"Bel-Air","Makati","2nd Floor, Executive Center Building, 369, Sen. Gil Puyat Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Peduca Dental"
2386,"Ermita","Manila","1320 A. Mabini Street Ermita, Manila","Siolayan Dental Care"
2387,"Fairview","Quezon","# 79 Unit J Fairlane Street, Fairview Quezon City, Quezon","Maghirang Dental Clinic"
2388,"Barangka","Marikina","Riverbanks Arcade, #84 A. Bonifacio St., Barangka, Marikina","Asian Derma Clinic"
2389,"Pasay City","Pasay","419, Don Antonio Building, Antonio Arnaiz Avenue,Pasay City, Pasay","J.L. Baliao Dental Clinic"
2390,"Dasmarinas City","Cavite","Blk E Lot 9 WT3 Barangay San Mateo Dasmariñas City, Cavite","Jarin Dental Clinic"
2391,"Cebu","Cebu City","Door 3 Cebu Coliseum Bldg., Sanciangko St. Cebu City, Cebu City","Nomar Fernandez Optical Clinic"
2392,"San Lorenzo","Makati","Tower Ground Makati Cinema Square Tower, Don Chino Roces Avenue, Makati, 1231, Metro Manila,Makati City, Makati","Health Maintenance Incorporated"
2393,"Wack-Wack Greenhills","Mandaluyong","1202 Medical Plaza Ortigas, 25 San Miguel Avenue,Pasig city, Mandaluyong","Dr Marie Antoinette Veluz MD"
2394,"Bacoor","Cavite","36 Everlasting Street Manuela, Las Pinas","VMS Medical Clinic"
2395,"Bacoor","Cavite","Giron Arcade Zapote, Cavite","VMS Medical Clinic"
2396,"Palanan","Makati","6185 Einthoven Street, Makati City, 1200, Metro Manila,Makati City, Makati","Associated Galenicals Laboratory"
2397,"Morning Breeze Subdivision","Caloocan","Health Alert Specialist Clinic, 108 Asuncion Street Morning Breeze Subdivision,Caloocan City, Caloocan","Manila Central University - FDTMF Hospital"
2398,"Bacoor","Cavite","Unit 3 Poblacion Imus Cavite, Cavite","St. Dominic Medical Center"
2399,"Alabang","Muntinlupa","2nd floor Westgatehub mall, Westgate, Filinvest Corporate City, Alabang, Muntinlupa","Affinity Dental Clinics"
2400,"Concepcion Dos","Marikina","Jesus Immaculate Concepcion Hospital, Katipunan Street, Concepcion Uno,Marikina City, Marikina","Caritas Health Care"
2401,"Parang","Marikina","1 E. Rodriguez Street, Parang,Marikina City, Marikina","LMN Maternity Clinic"
2402,"Malibay","Pasay","2938 F.B. Harrison St. cor. J. Fernando, Pasay","Medical & Surgical Clinic"
2403,"Tejeros","Makati","Lucky Chinatown Mall 3F Wellness Sanctuary Clinic, Manila","Orthodontics Dental Clinic"
2404,"Tejeros","Makati","450 B Wilson St. cor P. Guevarra Greenhills, San Juan, San Juan","Orthodontics Dental Clinic"
2405,"Tejeros","Makati","Ansa 2 Building Room 203 PasongTamo Corner Mortojo  (Kalayaan Makati), Makati","Orthodontics Dental Clinic"
2406,"Silangan","Quezon","G/F, Coronet Theater Building, Aurora Boulevard Corner Imperial Street, E. Rodriguez Sr, Quezon City, Quezon","Cinco Dental Clinic"
2407,"Fairview","Quezon","Unit 2A # 34 Regalado Avenue West Fairview, Quezon","Derm Focus"
2408,"Cebu","Cebu City","Room 211 Borromeo Building Gov. M. RO Street Capitol Site, Cebu City, Cebu City","Marie Kristy A. Manal Dermatology Clinic"
2409,"Novaliches Proper","Quezon","Quirino Highway D  Buenamar Street Novaliches, Quezon","Nova Dental Care"
2410,"San Nicolas","Manila","G/F Padre Faura Wing, Robinson's Place, Mla, Manila","Healthway Medical Clinic"
2411,"Putatan","Muntinlupa","90, J Amante Building, Putatan, National Road,Muntinlupa City, Muntinlupa","I Care Dental Clinic"
2412,"Pasay City","Pasay","274, Gil Puyat Avenue, Pasay City, 1300, Metro Manila,Pasay City, Pasay","Marie Stopes Clinic"
2413,"Maysan","Valenzuela","2 Molave Street Villa Liwayway Subdivision Maysan Road, Valenzuela","Go Optometric Clinic"
2414,"Project 6","Quezon","1-C Road 1 Corner Mindanao Avenue, Bagong Pag-Asa, Quezon City, 1100,Makati City, Quezon","Earthlink Care Health"
2415,"Santa Cruz","Manila","Robinsons Place Ermita Pedro Gil Wing Ermita Manila, Manila","Vision Express"
2416,"San Lorenzo","Makati","Glorietta Shopping Mall, Senator Gil Puyat Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Intellicare"
2417,"San Lorenzo","Makati","7/F Feliza Building, V.A. Rufino Street, Legaspi Village, Makati","Intellicare"
2418,"San Roque","Marikina","Oak Street,Marikina City, Marikina","Mariel Prieto Medical Clinic"
2419,"Batangas City","Batangas","34 P, Genato Street, Batangas","Save Your Smile Dental Clinic"
2420,"Socorro","Quezon","20 P. Mejia St., Bonny Serrano Rd., Libis,Quezon City, Quezon","A3 Dental Clinic"
2421,"San Lorenzo","Makati","7895, 6th Floor Ramon Cojuangco Building, Makati Avenue, Corner Dela Rosa Street, San Lorenzo Village, Makati City, 1223, Metro Manila, Makati","Philippine Disaster Recovery Foundation"
2422,"Fairview","Quezon","Unit G, Meadow's Building, Part Corner Regalado Avenue, Quezon","Skin Clinic"
2423,"Sangandaan","Caloocan","500 A. Mabini Street Caloocan City, Caloocan","Mercado Pajardo Optical Clinic"
2424,"Guadalupe Nuevo","Makati","Sumulong Carundo Avenue Pasig City, Pasig","MCY Dental Clinic"
2425,"Guadalupe Nuevo","Makati","8239, Sgt. Fabian Yabut Circle Street, Guadalupe Nuevo, Makati City, 1212, Metro Manila, Makati","MCY Dental Clinic"
2426,"Mandaue City","Cebu City","J Centre Mall, V.Albano, Mandaue City, Cebu, Cebu City","Executive Optical - J Centre Mall"
2427,"Bagong Barrio West","Caloocan","75 G. de Jesus St., Bagong Barrio,Caloocan City, Caloocan","Nery Dental Clinic"
2428,"Don Bosco","Paranaque","Block 2, Lot 21 Doña Soledad Street Better Living Subdivision Parañaque City, Paranaque","Parañaque Childrens Clinic"
2429,"Potrero","Malabon","27 Dagohoy Street Samson Road., Caloocan City, Malabon","Acebedo Optical Clinic"
2430,"Ermita","Manila","SM Manila, Conception Corner Arroceros and San Marcelino Streets, Manila","Dermastrata Skin Clinic And Spa"
2431,"Mauway","Mandaluyong","Nueve De Febrero Street, National Center For Mental Health,Mandaluyong City, Mandaluyong","Marifel Cahayag Md"
2432,"Greenhills North","San Juan","106-B Grace Bldg. Ortigas Avenue, Greenhills, San Juan City, San Juan","MFG Cavity Control Hub"
2433,"South Triangle","Quezon","G/F ESNA Building #30 Timog Avenue, Quezon","The Skin Specialist"
2434,"Bel-Air","Makati","2/F The Link Building , Ayala Center 1224,Makati City, Makati","Apurillo Derm Clinic"
2435,"Marulas","Valenzuela","Unit 1 8 MC Arthur, 8 MacArthur Highway corner 2nd Street,Valenzuela City, Valenzuela","Marilen Roy - Comandao"
2436,"Manggahan","Pasig","1596, Magsaysay Street, Barangay Dela Paz,Pasig city, Pasig","Lucil Dental Clinic"
2437,"Singkamas","Makati","# 7 Moonlite Street. Barangay Singkamas, Makati","MSC Dental Clinic"
2438,"Batangas City","Batangas","5220 Villa Pastor Cuta, Batangas","Hernandez Dental Clinic"
2439,"Grace Park West","Caloocan","206-B Lynman Building, 18 V. Luna Road Corner East Avenue, Diliman, Quezon City, Quezon","Mari-Lou G. Co"
2440,"Grace Park West","Caloocan","Mari-Lou G. Co Room 201 RBMT Building, 109 5th Avenue, West Grace Park, Caloocan City, Caloocan","Mari-Lou G. Co"
2441,"Sampaloc","Manila","#664 M.F Jhocson Street Sampaloc Manila, Manila","Castillejos Dental Clinic"
2442,"Quiapo","Manila","2nd Floor, Gotesco Plaza, 1958 C.M.Recto Avenue, Quiapo, Manila","Dental Senses"
2443,"Guadalupe Viejo","Makati","6995 Jasmine Street, Guadalupe Viejo, Makati City, 1211, Metro Manila,Makati City, Makati","M. Patron Dental Services"
2444,"Cebu","Cebu City","315 F. Llamas St., Punta Princesa, Cebu City, Cebu City","Centro Med Family Clinic"
2445,"Doña Imelda","Quezon","1303 Four M Square Bldg. Quirino Highway, Lagro, Quezon City, Quezon","Sison - Gimelo Dental Care"
2446,"Doña Imelda","Quezon","2nd floor, Fran-Glo bldg., Zapote cor. Camarin road, Caloocan","Sison - Gimelo Dental Care"
2447,"Doña Imelda","Quezon","2nd Floor,Ortiz Diagnostic Lab & Clinics Bldg, Zapote road, Caloocan City (in front of Caloocan City Hall), Quezon","Sison - Gimelo Dental Care"
2448,"Sampaloc","Manila","300-D G. Tuazon St. Sampaloc, Manila, Manila","Besmonte Dental Clinic"
2449,"Pasong Tamo","Quezon","Blk. 1-11, Music St. Teachers Bliss, Brgy Balon-Bato Commercial Lot, Quezon City, Quezon","Marilyn Doblas - Pabiana Dental Clinic"
2450,"Bagbag","Quezon","530 Quirino Highway Talipapa Novaliches Quezon City, Quezon","Madlangsakay Medical and Lying - In Clinic"
2451,"Highway Hills","Mandaluyong","Shop Number Gd101, Level 1 Shangri-La Plaza Mall, Edsa Street, Corner Shaw Boulevard,Mandaluyong City, Mandaluyong","Dental Avenue"
2452,"San Antonio","Quezon","241 Roosevelt Ave Quezon City, Quezon","St. Agnes General Hospital"
2453,"San Antonio Village","Makati","#2 Amorsolo St Legaspi Village, Makati","Makati Medical Center - Hall C Room No. 384"
2454,"Batangas City","Batangas","RG Ramirez Building, Rizal Avenue Extension, Batangas","Bahala Dental Clinic"
2455,"Imus","Cavite","Room 201 Mercury Drug Building, Nueno Avenue, Cavite","Imus Medical Specialist"
2456,"Guadalupe Nuevo","Makati","Unit 2 D&E Kimston Plaza, P. Victor Street, Guadalupe Nuevo, Makati","Klini - Kaya Medical Specialists Inc."
2457,"Kalusugan","Quezon","Room 301 Delos Santos Medical Center,E. Rodriguez Avenue, Quezon City, Quezon","Esquillo Dental Clinic"
2458,"Santa Elena","Marikina","392 J. P. Rizal Street, Marikina","Marikina Medics Multi Specialty"
2459,"South Triangle","Quezon","Unit 206 ENC Tower 160 Mother Ignacia Avenue Corner Samar Avenue South Triangle, Quezon","North Smiles Dental Office"
2460,"Santa Mesa","Manila","Santa Mesa G. Araneta Avenue San Juan Metro Manila, Manila","Dental Implant"
2461,"Tangos","Navotas","932-D M. Naval Street Navotas City, Navotas","Marissa and Rizza Padua Dental Clinic"
2462,"San Lorenzo","Makati","63, Legaspi Village, Makati City, 1200, Metro Manila,Makati City, Makati","Dr Marissa Buenaventura Dental Clinic"
2463,"Pasay City","Pasay","406-E Manufacturers Building, 4060 Sta. Cruz, Pasay","Cabrera Marissa F. Dental Clinic"
2464,"Lower Bicutan","Taguig","276 M. L Quezon St. Lower Bicutan, Taguig","Marissa Felipe Capili Dental Clinic"
2465,"Central","Quezon","Malakas Street Quezon City, Quezon","Genesis Dialysis Clinic and Diagnostic Center"
2466,"Central","Quezon","89 Kalayaan Plaza Building MU N Clinica Dentista Kalayaan, Kalayaan Avenue Corner Masigla Street, Diliman, Quezon","Clinica Dentista"
2467,"Malanday","Marikina","630 J.P Rizal St. Concepcion I Marikina City, Marikina","Pasco Optical Clinic"
2468,"Tinajeros","Malabon","Unit A L.A.D Building 141 M.H. Del Pilar Street Tugatog Malabon City, Malabon","Tecson Medical Clinic"
2469,"Tinajeros","Malabon","21 MH Del Pilar Tugatog, Malabon City, Malabon","Blessed Heart Clinic"
2470,"Poblacion","Muntinlupa","8 Katihan Street Poblacion, Muntinlupa","Shining Smile Dental Clinic"
2471,"Bacoor","Cavite","68 E Molino 1, Bacoor Cavite, Cavite","Marites Boribor Maningding's Dental Clinic"
2472,"Marulas","Valenzuela","113 Pio St. Marulas, Valenzuela City, Valenzuela","Calayag Dental Clinic"
2473,"Sangandaan","Caloocan","609 A. Mabini Street Sangandaan, Caloocan","Espinosa-Talag Dental Clinic"
2474,"Batangas City","Batangas","Poblacion Mabini, Batangas City, Batangas","De Castro Dental Clinic"
2475,"Marulas","Valenzuela","113 Pio Street Valenzuela, Valenzuela","Calayag - Tan Dental Clinic"
2476,"Marikina Heights","Marikina","56 Nw Ipil Street,Marikina City, Marikina","Maritess Sy Quimsiam Dmd"
2477,"San Isidro","Paranaque","Stall 15-C  Salud Business  Center 1002 Dr. a. Santos Ave, Sucat Parañaque, Paranaque","Dent-Care Dental Clinic"
2478,"BF Homes","Paranaque","47 Aguirre Avenue Corner BF Homes, Paranaque","Gold Bridge Dental Services, Inc."
2479,"Silang","Cavite","2nd Floor Autowell Supply Emilio Aguinaldo Hiway Salitran 1, Dasmariñas Cavite, Cavite","Nuestra  Señora De Candelaria Dental Clinic"
2480,"Silang","Cavite","155 Iba Silang Cavite, Cavite","Nuestra  Señora De Candelaria Dental Clinic"
2481,"San Antonio","Quezon","GDH Dental Clinic 10A Sto. Nino st. Brgy. San Antonio,Quezon City, Quezon","GDH Dental Clinic"
2482,"Wack-Wack Greenhills","Mandaluyong","Unit 1901 Medical Plaza Ortigas San Miguel Ave., Pasig, Mandaluyong","Gatmaitan Custodio Dental Clinic"
2483,"Batangas City","Batangas","#63 Evangelista street. Brgy 8 , Batangas City, Batangas","Helping Hands Pediatric Therapy Center of Batangas"
2484,"Pasay City","Pasay","2040 Donada Street, Pasay City, Pasay","Marjorie Ancheta - Aguilar M.D. Skin Clinic"
2485,"Santa Elena","Marikina","2/F ST. IGNATIUS DE LOYOLA HEALTHCARE SERVICES 253 SHOE AVE,Marikina City, Marikina","Mc Clemente Banting Clinic"
2486,"Palanan","Makati","1748 Dian Street, Barangay Palanan, Makati City, 1235, Metro Manila,Makati City, Makati","Delos Trinos Maternity Clinic"
2487,"Malate","Manila","Ground Floor, Unit D, Burgandy West Bay Tower, P. Ocampo Street, Malate,Manila City, Manila","Marjorie Joy Lim Dental Clinic"
2488,"Talon Dos","Las Pinas","315 B Real Street, Pamplona I, Alabang-Zapote Road, Las Pinas City, Manila","Dentista, Inc."
2489,"Talon Dos","Las Pinas","Unit 57, Lower Ground Level, Sm Southmall, Alabang, Las Pinas","Dentista, Inc."
2490,"Ugong Norte","Quezon","YSA Forbeswood Heights, Rizal Drive, Bonifacio Global City, Taguig, Taguig","YSA Dermatology"
2491,"Ugong Norte","Quezon","Ortigas Ave, Ortigas Center, Quezon City, Metro Manila, Quezon","YSA Dermatology"
2492,"Concepcion Uno","Marikina","J. P. Rizal Street, Barangay Santo Niño,Marikina City, Marikina","Paragoso Dental Clinic"
2493,"Batangas City","Batangas","Kumintang Ilaya, Batangas City, Batangas","Galicia Dental Clinic"
2494,"Western Bicutan","Taguig","41 MRT (Cuasay) Ave Brgy North Signal Village Taguig City, Taguig","ML Manzano Dental Clinic"
2495,"Hagonoy","Taguig","41 MRT Avenue Barangay North Signal Village, Taguig","M. L. Manzano Dental Clinic"
2496,"Matandang Balara","Quezon","Block 4 Unit 6 Romarosa Townhomes Luzon Avenue Old Balara Quezon City, Quezon","Smile and Health Polyclinic"
2497,"Concepcion Uno","Marikina","J. Molina Street Corner L. De Guzman Street, Concepcion I,Marikina City, Marikina","Conge Medical And Dental Clinic"
2498,"Mall of Asia","Pasay","2nd Floor, Mall Of Asia, Jose Diokno Boulevard,Pasay City, Pasay","Sodexo Affiliate Store Flawless"
2499,"Greenhills North","San Juan","42 Quezon Boulevard Extension, Quezon City, Quezon","University of the East Ramon Magsaysay Memorial Medical Center - Room No. 302"
2500,"Greenhills North","San Juan","Aurora Blvd, Quezon City, Metro Manila, San Juan","University of the East Ramon Magsaysay Memorial Medical Center - Room No. 302"
2501,"Dasmarinas City","Cavite","2nd Floor 1150 ME Greenbeeze Avenue Langkaan 1 Dasmariñas City, Cavite","Smile Center Dental Clinic"
2502,"Pinagbuhatan","Pasig","Block 1 Lot 1 Phase 1 C Greenwoods Executive Village, Greenwoods Avenue, Pinagbuhatan,Pasig city, Pasig","Clinica Dentista"
2503,"Gen. T. De Leon","Valenzuela","2610 Verceles Compound Hen. T. De Leon, Valenzuela","Pet Mania Veterinary Clinic and Grooming Center"
2504,"Novaliches Proper","Quezon","122 General Luis Street Novaliches, Quezon","Mark Jhayson Mariano Dental Clinic"
2505,"Alabang","Muntinlupa","Level 3, Festival Mall Alabang, Civic Drive,Muntinlupa City, Muntinlupa","Sodexo Affiliate Store Flawless"
2506,"Sampaloc","Manila","Suite 209 Medical Tower Makati Building, V,A Rufino Corner Ormazo Street Legazpi Makati City, Makati","MMID Dental Clinics"
2507,"Sampaloc","Manila","Maceda Corner laon Laan Street Sampaloc Manila, Manila","MMID Dental Clinics"
2508,"Santa Elena","Marikina","P. Burgos Street,Marikina City, Marikina","Juldejan Healthcare Dental Clinic"
2509,"Pasay City","Pasay","2245 Aurora Blvd. Tramo,Pasay City, Pasay","Regondolla Medical Center"
2510,"San Lorenzo","Makati","108, 5th Floor Feliza Building, V.A. Rufino Street, Makati City, 1200, Metro Manila,Makati City, Makati","Clarity Aesthetic Center"
2511,"Sacred Heart","Quezon","5 Luis Sianghio Street, Kamuning, Quezon","Thirty Two Dental Care Center"
2512,"Malanday","Marikina","658 Jp Rizal Street, Conception Uno,Marikina City, Marikina","Cervantes Ortho Dental Clinic"
2513,"San Antonio Village","Makati","Unit 4A 1177 Transphil House Chino Roces Avenue Corner Bagtikan Street, Makati","Dentistry By Design Co"
2514,"Tejeros","Makati","2927, H. Santos Street, Barangay Tejeros, Makati City, 1204, Metro Manila,Makati City, Makati","Hernandez Medical Dental Clinic"
2515,"Pitogo","Makati","108, Luzon Street, Barangay Pitogo, Makati City, 1213, Metro Manila,Makati City, Makati","Dr Marleen Agbulos Dental Clinic"
